"","Library","Pathogens","RPM","Tissue","Family","Type","Individual"
"1293","M2212YFWDSW615CX100","Rat minute virus 2a",94.93292,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW615"
"1294","M2212YFWDSW615CX100","Hunnivirus A",1.54492,"Gut","Picornaviridae","RNA Virus","M2212YFWDSW615"
"1295","M2212YFWDSW615FBX100","Hepatozoon sp",1.304926,"Lung","Hepatozoidae","Eukaryote","M2212YFWDSW615"
"1296","M2212YFWDSW615FBX100","Rat minute virus 2a",22.3845,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW615"
"1297","M2212YFWDSW615PB","Rat minute virus 2a",150953.371041,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW615"
"1298","M2212YFWDSW616CNX100","Rat minute virus 2a",872.693,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW616"
"1299","M2212YFWDSW616F","Rat minute virus 2a",381.8328,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW616"
"1300","M2212YFWDSW616PB","Rat minute virus 2a",246153.4,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW616"
"1301","M2212YFWDSW617PB","Rat minute virus 2a",1699.623,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW617"
"1302","M2212YFWDSW618CX100","Rat minute virus 2a",6.19124,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW618"
"1303","M2212YFWDSW618FBX100","Hepatozoon sp",8.00969,"Lung","Hepatozoidae","Eukaryote","M2212YFWDSW618"
"1304","M2212YFWDSW618FBX100","Rat minute virus 2a",65.5876,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW618"
"1305","M2212YFWDSW619F","Rat minute virus 2a",42046.44713,"Lung","Parvoviridae","DNA Virus","M2212YFWDSW619"
"1306","M2212YFWDSW620CX100","Rat minute virus 2a",6.136725,"Gut","Parvoviridae","DNA Virus","M2212YFWDSW620"
"1307","M2212YFWDSW620PX100","Rat minute virus 2a",10.669863,"Spleen","Parvoviridae","DNA Virus","M2212YFWDSW620"
"1308","M2301APBCSW796FX100","Wenzhou virus",706.45431,"Lung","Arenaviridae","RNA Virus","M2301APBCSW796"
"1309","M2301APBCSW796PX100","Rat minute virus 2a",174.5692,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW796"
"1310","M2301APBCSW797C","Rat minute virus 2a",666.90094,"Gut","Parvoviridae","DNA Virus","M2301APBCSW797"
"1311","M2301APBCSW797F","Wenzhou virus",51.38143,"Lung","Arenaviridae","RNA Virus","M2301APBCSW797"
"1312","M2301APBCSW797PX100","Rat minute virus 2a",16.0192,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW797"
"1313","M2301APBCSW797PX100","Wenzhou virus",109.589667,"Spleen","Arenaviridae","RNA Virus","M2301APBCSW797"
"1314","M2301APBCSW799CX100","Guangdong rodent arterivirus 1",6.2402633,"Gut","Arteriviridae","RNA Virus","M2301APBCSW799"
"1315","M2301APBCSW799F","Pneumocystis wakefieldiae",10.946006,"Lung","Pneumocystaceae","Eukaryote","M2301APBCSW799"
"1316","M2301APBCSW799F","Guangdong rodent orbivirus",5.43869,"Lung","Sedoreoviridae","RNA Virus","M2301APBCSW799"
"1317","M2301APBCSW799F","Guangdong rodent arterivirus 1",1354.938,"Lung","Arteriviridae","RNA Virus","M2301APBCSW799"
"1318","M2301APBCSW799PX100","Rat minute virus 2a",11.07441,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW799"
"1319","M2301APBCSW799PX100","Guangdong rodent arterivirus 1",114.822802,"Spleen","Arteriviridae","RNA Virus","M2301APBCSW799"
"1320","M2301APBCSW799PX100","Guangdong rodent orbivirus",4.956375,"Spleen","Sedoreoviridae","RNA Virus","M2301APBCSW799"
"1321","M2301APBCSW800CX100","Guangdong rodent arterivirus 1",552.502,"Gut","Arteriviridae","RNA Virus","M2301APBCSW800"
"1322","M2301APBCSW800F","Guangdong rodent arterivirus 1",2627.38,"Lung","Arteriviridae","RNA Virus","M2301APBCSW800"
"1323","M2301APBCSW800PX100","Guangdong rodent arterivirus 1",4198.3669701,"Spleen","Arteriviridae","RNA Virus","M2301APBCSW800"
"1324","M2301APBCSW802C","Bartonella sp",33.6462,"Gut","Bartonellaceae","Bacteria","M2301APBCSW802"
"1325","M2301APBCSW803CX100","Wenzhou virus",61.09781,"Gut","Arenaviridae","RNA Virus","M2301APBCSW803"
"1326","M2301APBCSW803CX100","Rat minute virus 2a",5.825902,"Gut","Parvoviridae","DNA Virus","M2301APBCSW803"
"1327","M2301APBCSW803CX100","Guangdong rodent arterivirus 1",30.610676,"Gut","Arteriviridae","RNA Virus","M2301APBCSW803"
"1328","M2301APBCSW803F","Wenzhou virus",247.076,"Lung","Arenaviridae","RNA Virus","M2301APBCSW803"
"1329","M2301APBCSW803F","Guangdong rodent arterivirus 1",526.598,"Lung","Arteriviridae","RNA Virus","M2301APBCSW803"
"1330","M2301APBCSW803F","Pneumocystis wakefieldiae",4.2578901,"Lung","Pneumocystaceae","Eukaryote","M2301APBCSW803"
"1331","M2301APBCSW803PX100","Rat minute virus 2a",95.6287,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW803"
"1332","M2301APBCSW803PX100","Guangdong rodent arterivirus 1",466.64355,"Spleen","Arteriviridae","RNA Virus","M2301APBCSW803"
"1333","M2301APBCSW803PX100","Wenzhou virus",24.293168,"Spleen","Arenaviridae","RNA Virus","M2301APBCSW803"
"1334","M2301APBCSW804C","Rat minute virus 2a",100.5193,"Gut","Parvoviridae","DNA Virus","M2301APBCSW804"
"1335","M2301APBCSW804C","Guangdong rodent arterivirus 1",4.118557,"Gut","Arteriviridae","RNA Virus","M2301APBCSW804"
"1336","M2301APBCSW804F","Rat hepatitis E virus",26.57962,"Lung","Hepeviridae","RNA Virus","M2301APBCSW804"
"1337","M2301APBCSW804PX100","Guangdong rodent arterivirus 1",157.8118,"Spleen","Arteriviridae","RNA Virus","M2301APBCSW804"
"1338","M2301APBCSW804PX100","Rat minute virus 2a",10.400052,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW804"
"1339","M2301APBCSW804PX100","Rat hepatitis E virus",115.697828,"Spleen","Hepeviridae","RNA Virus","M2301APBCSW804"
"1340","M2301APBCSW805CX100","Guangdong rodent arterivirus 1",499.7472,"Gut","Arteriviridae","RNA Virus","M2301APBCSW805"
"1341","M2301APBCSW805CX100","Rodent astrovirus 3",3.748187,"Gut","Astroviridae","RNA Virus","M2301APBCSW805"
"1342","M2301APBCSW805CX100","Rat minute virus 2a",31.16263,"Gut","Parvoviridae","DNA Virus","M2301APBCSW805"
"1343","M2301APBCSW805CX100","Wenzhou virus",5073.1781,"Gut","Arenaviridae","RNA Virus","M2301APBCSW805"
"1344","M2301APBCSW805CX100","Chlamydia muridarum",10.8419,"Gut","Chlamydiaceae","Bacteria","M2301APBCSW805"
"1345","M2301APBCSW805F","Guangdong rodent arterivirus 1",144.34299,"Lung","Arteriviridae","RNA Virus","M2301APBCSW805"
"1346","M2301APBCSW805F","Wenzhou virus",2492.6168,"Lung","Arenaviridae","RNA Virus","M2301APBCSW805"
"1347","M2301APBCSW805F","Rat minute virus 2a",250.5767,"Lung","Parvoviridae","DNA Virus","M2301APBCSW805"
"1348","M2301APBCSW805F","Pneumocystis wakefieldiae",5.2445569,"Lung","Pneumocystaceae","Eukaryote","M2301APBCSW805"
"1349","M2301APBCSW805P","Rat minute virus 2a",76785.6204,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW805"
"1350","M2301APBCSW805P","Wenzhou virus",89.19402,"Spleen","Arenaviridae","RNA Virus","M2301APBCSW805"
"1351","M2301APBCSW805P","Guangdong rodent arterivirus 1",65.06523,"Spleen","Arteriviridae","RNA Virus","M2301APBCSW805"
"1352","M2301APBCSW807CX100","Guangdong rodent dependoparvovirus 4",1.239686,"Gut","Parvoviridae","DNA Virus","M2301APBCSW807"
"1353","M2301APBCSW807CX100","Guangdong murine mastadenovirus 2",104.617394,"Gut","Adenoviridae","DNA Virus","M2301APBCSW807"
"1354","M2301APBCSW807CX100","Chlamydia muridarum",10.5524,"Gut","Chlamydiaceae","Bacteria","M2301APBCSW807"
"1355","M2301APBCSW807PX100","Rat minute virus 2a",7.871323,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW807"
"1356","M2301APBCSW808CX100","Rodent astrovirus 3",5.9748069,"Gut","Astroviridae","RNA Virus","M2301APBCSW808"
"1357","M2301APBCSW808F","Pneumocystis wakefieldiae",27.8861869,"Lung","Pneumocystaceae","Eukaryote","M2301APBCSW808"
"1358","M2301APBCSW808PX100","Rat minute virus 2a",27.592,"Spleen","Parvoviridae","DNA Virus","M2301APBCSW808"
"1359","M2301APBCSW808PX100","Rat hepatitis E virus",183.5962,"Spleen","Hepeviridae","RNA Virus","M2301APBCSW808"
"1360","M2301APBCSW810F","Pneumocystis murina",2.01364,"Lung","Pneumocystaceae","Eukaryote","M2301APBCSW810"
"1361","M2301APBCSW810F","Pneumocystis wakefieldiae",325.1880728,"Lung","Pneumocystaceae","Eukaryote","M2301APBCSW810"
"1362","M2301APBCSW810F","Rat hepatitis E virus",45.08803,"Lung","Hepeviridae","RNA Virus","M2301APBCSW810"
"1363","M2301APBCSW810PX100","Rat hepatitis E virus",81.37693,"Spleen","Hepeviridae","RNA Virus","M2301APBCSW810"
"1364","M2301APCQJH772CX100","Cryptosporidium ubiquitum",2.4647433,"Gut","Cryptosporidiidae","Eukaryote","M2301APCQJH772"
"1365","M2301APCQJH773PX100","Guangdong rodent dependoparvovirus 1",3.084939,"Spleen","Parvoviridae","DNA Virus","M2301APCQJH773"
"1366","M2301APHJSH781P","Rat minute virus 2a",320.0603,"Spleen","Parvoviridae","DNA Virus","M2301APHJSH781"
"1367","M2301APHJSH782CX100","Rodent astrovirus 3",4.307232,"Gut","Astroviridae","RNA Virus","M2301APHJSH782"
"1368","M2301APHJSH782CX100","Strongyloides venezuelensis",4.493349,"Gut","Strongyloididae","Eukaryote","M2301APHJSH782"
"1369","M2301APHJSH782CX100","Collinsella aerofaciens",171.226,"Gut","Coriobacteriaceae","Bacteria","M2301APHJSH782"
"1370","M2301APHJSH782FX100","Rodent pegivirus",88.7215,"Lung","Flaviviridae","RNA Virus","M2301APHJSH782"
"1371","M2301APHJSH784C","Rodent astrovirus 3",12.974503,"Gut","Astroviridae","RNA Virus","M2301APHJSH784"
"1372","M2301APHJSH784C","Rodent coronavirus",184.8815046,"Gut","Coronaviridae","RNA Virus","M2301APHJSH784"
"1373","M2301APHJSH784C","Rodent astrovirus 2",3.043788,"Gut","Astroviridae","RNA Virus","M2301APHJSH784"
"1374","M2301APHJSH784P","Rat minute virus 2a",1896.692184,"Spleen","Parvoviridae","DNA Virus","M2301APHJSH784"
"1375","M2301APHJSH784P","Bartonella kosoyi",271.703,"Spleen","Bartonellaceae","Bacteria","M2301APHJSH784"
"1376","M2301APHJSH785C","Rat minute virus 2a",781.1048,"Gut","Parvoviridae","DNA Virus","M2301APHJSH785"
"1377","M2301APHJSH785FX100","Pneumocystis wakefieldiae",1.6900067,"Lung","Pneumocystaceae","Eukaryote","M2301APHJSH785"
"1378","M2301APHJSH785FX100","Nippostrongylus brasiliensis",1.3457458,"Lung","Ancylostomatidae","Eukaryote","M2301APHJSH785"
"1379","M2301APHJSH785FX100","Pneumocystis carinii",37.77477,"Lung","Pneumocystaceae","Eukaryote","M2301APHJSH785"
"1380","M2301APHJSH785PX100","Rat minute virus 2a",6.904492,"Spleen","Parvoviridae","DNA Virus","M2301APHJSH785"
"1381","M2301APHJSH787CX100","Rodent coronavirus",24.5486797,"Gut","Coronaviridae","RNA Virus","M2301APHJSH787"
"1382","M2301APHJSH787FX100","Pneumocystis wakefieldiae",8.1076344,"Lung","Pneumocystaceae","Eukaryote","M2301APHJSH787"
"1383","M2301APHJSH787FX100","Pneumocystis carinii",55.47984,"Lung","Pneumocystaceae","Eukaryote","M2301APHJSH787"
"1384","M2301APHJSH790CX100","Raillietina sp",78.9263,"Gut","Davaineidae","Eukaryote","M2301APHJSH790"
"1385","M2301APHJSH790FX100","Guangdong rodent arterivirus 2",6.752104,"Lung","Arteriviridae","RNA Virus","M2301APHJSH790"
"1386","M2301APHJSH790FX100","Rodent pegivirus",62.2945035,"Lung","Flaviviridae","RNA Virus","M2301APHJSH790"
"1387","M2301APHJSH792C","Guangdong rodent dependoparvovirus 1",1.430359,"Gut","Parvoviridae","DNA Virus","M2301APHJSH792"
"1388","M2301APHJSH792FX100","Norway rat pestivirus",8.162283,"Lung","Flaviviridae","RNA Virus","M2301APHJSH792"
"1389","M2301APHJSH792FX100","Orthohantavirus seoulense",1578.634,"Lung","Hantaviridae","RNA Virus","M2301APHJSH792"
"1390","M2301APHJSH792PX100","Norway rat pestivirus",64.97146,"Spleen","Flaviviridae","RNA Virus","M2301APHJSH792"
"1391","M2301APHJSH792PX100","Orthohantavirus seoulense",211.4841,"Spleen","Hantaviridae","RNA Virus","M2301APHJSH792"
"1392","M2301APHJSH793PX100","Norway rat pestivirus",152.0512948,"Spleen","Flaviviridae","RNA Virus","M2301APHJSH793"
"1393","M2301APHJSH794CX100","Guangdong rodent mastadenovirus 1",85.97149,"Gut","Adenoviridae","DNA Virus","M2301APHJSH794"
"1394","M2301APHJSH794F","Rat parvovirus 2",69.817,"Lung","Parvoviridae","DNA Virus","M2301APHJSH794"
"1395","M2301APHJSH795CX100","Rodent pegivirus",10.80368,"Gut","Flaviviridae","RNA Virus","M2301APHJSH795"
"1396","M2301APHJSH795F","Rodent pegivirus",15.456063,"Lung","Flaviviridae","RNA Virus","M2301APHJSH795"
"1397","M2301APHJSH795PX100","Rodent pegivirus",39.550892,"Spleen","Flaviviridae","RNA Virus","M2301APHJSH795"
"1398","M2301APHXSH774FX100","Pneumocystis carinii",11.896653,"Lung","Pneumocystaceae","Eukaryote","M2301APHXSH774"
"1399","M2301APHXSH777CX100","Tritrichomonas sp",19.6890506,"Gut","Tritrichomonadidae","Eukaryote","M2301APHXSH777"
"1400","M2301APHXSH777CX100","Klebsiella variicola",799.327,"Gut","Enterobacteriaceae","Bacteria","M2301APHXSH777"
"1401","M2301APHXSH777CX100","Collinsella aerofaciens",503.691,"Gut","Coriobacteriaceae","Bacteria","M2301APHXSH777"
"1402","M2301APHXSH777FX100","Rodent pegivirus",45.18631,"Lung","Flaviviridae","RNA Virus","M2301APHXSH777"
"1403","M2301APHXSH777PX100","Rodent pegivirus",4.045888,"Spleen","Flaviviridae","RNA Virus","M2301APHXSH777"
"1404","M2301APHXSW779CX100","Betacoronavirus 1",383.85931,"Gut","Coronaviridae","RNA Virus","M2301APHXSW779"
"1405","M2301APQMSW780CX100","Rat minute virus 2a",1359.599,"Gut","Parvoviridae","DNA Virus","M2301APQMSW780"
"1406","M2301APQMSW780FX100","Rat minute virus 2a",24.14863,"Lung","Parvoviridae","DNA Virus","M2301APQMSW780"
"1407","M2301ZJBCSW814CX100","Betacoronavirus 1",1173.684,"Gut","Coronaviridae","RNA Virus","M2301ZJBCSW814"
"1408","M2301ZJBCSW814FX100","Rat hepatitis E virus",121.40843,"Lung","Hepeviridae","RNA Virus","M2301ZJBCSW814"
"1409","M2301ZJBCSW814FX100","Wenzhou virus",156.726,"Lung","Arenaviridae","RNA Virus","M2301ZJBCSW814"
"1410","M2301ZJBCSW814PX100","Rat hepatitis E virus",33.7701,"Spleen","Hepeviridae","RNA Virus","M2301ZJBCSW814"
"1411","M2301ZJBCSW814PX100","Rat minute virus 2a",9.872299,"Spleen","Parvoviridae","DNA Virus","M2301ZJBCSW814"
"1412","M2301ZJBCSW815CX100","Chlamydia muridarum",140.793,"Gut","Chlamydiaceae","Bacteria","M2301ZJBCSW815"
"1413","M2301ZJBCSW815CX100","Guangdong rodent arterivirus 1",25.5204557,"Gut","Arteriviridae","RNA Virus","M2301ZJBCSW815"
"1414","M2301ZJBCSW815FX100","Guangdong rodent arterivirus 1",4580.1076,"Lung","Arteriviridae","RNA Virus","M2301ZJBCSW815"
"1415","M2301ZJBCSW815FX100","Rat hepatitis E virus",11.8214428,"Lung","Hepeviridae","RNA Virus","M2301ZJBCSW815"
"1416","M2301ZJBCSW815FX100","Angiostrongylus cantonensis",902.0489124,"Lung","Ancylostomatidae","Eukaryote","M2301ZJBCSW815"
"1417","M2301ZJBCSW815PX100","Guangdong rodent arterivirus 1",243.3928543,"Spleen","Arteriviridae","RNA Virus","M2301ZJBCSW815"
"1418","M2301ZJBCSW815PX100","Rat hepatitis E virus",40.6660713,"Spleen","Hepeviridae","RNA Virus","M2301ZJBCSW815"
"1419","M2301ZJBCSW816CX100","Rodent astrovirus 3",12.84107,"Gut","Astroviridae","RNA Virus","M2301ZJBCSW816"
"1420","M2301ZJBCSW816CX100","Guangdong murine mastadenovirus 2",1.42293,"Gut","Adenoviridae","DNA Virus","M2301ZJBCSW816"
"1421","M2301ZJBCSW816CX100","Guangdong rodent mastadenovirus 1",17.2834,"Gut","Adenoviridae","DNA Virus","M2301ZJBCSW816"
"1422","M2301ZJBCSW817FX100","Rat hepatitis E virus",259.2483,"Lung","Hepeviridae","RNA Virus","M2301ZJBCSW817"
"1423","M2301ZJBCSW817PX100","Rat hepatitis E virus",260.8296923,"Spleen","Hepeviridae","RNA Virus","M2301ZJBCSW817"
"1424","M2301ZJBCSW818FX100","Guangdong rodent arterivirus 1",1451.46,"Lung","Arteriviridae","RNA Virus","M2301ZJBCSW818"
"1425","M2301ZJBCSW818PX100","Guangdong rodent arterivirus 1",416.32208,"Spleen","Arteriviridae","RNA Virus","M2301ZJBCSW818"
"1426","M2301ZJBCSW821FX100","Rat hepatitis E virus",33.092819,"Lung","Hepeviridae","RNA Virus","M2301ZJBCSW821"
"1427","M2301ZJBCSW821PX100","Rat hepatitis E virus",27.880898,"Spleen","Hepeviridae","RNA Virus","M2301ZJBCSW821"
"1428","M2301ZJCQJH811CX100","Guangdong rosa-like virus",1.2011262,"Gut","Picornaviridae","RNA Virus","M2301ZJCQJH811"
"1429","M2301ZJCQJH812C","Rat minute virus 2a",565.337,"Gut","Parvoviridae","DNA Virus","M2301ZJCQJH812"
"1430","M2301ZJHJSH843F","Pneumocystis wakefieldiae",46.01889,"Lung","Pneumocystaceae","Eukaryote","M2301ZJHJSH843"
"1431","M2301ZJHJSH843F","Pneumocystis carinii",11.999952,"Lung","Pneumocystaceae","Eukaryote","M2301ZJHJSH843"
"1432","M2301ZJHJSH845P","Rat minute virus 2a",348.9697783,"Spleen","Parvoviridae","DNA Virus","M2301ZJHJSH845"
"1433","M2301ZJHJSH846CX100","Wenzhou virus",6749.99,"Gut","Arenaviridae","RNA Virus","M2301ZJHJSH846"
"1434","M2301ZJHJSH846FX100","Wenzhou virus",8771.8316,"Lung","Arenaviridae","RNA Virus","M2301ZJHJSH846"
"1435","M2301ZJHJSH846PX100","Wenzhou virus",1068.309,"Spleen","Arenaviridae","RNA Virus","M2301ZJHJSH846"
"1436","M2301ZJHJSH847C","Norway rat pestivirus",4.159612,"Gut","Flaviviridae","RNA Virus","M2301ZJHJSH847"
"1437","M2301ZJHJSH847PX100","Norway rat pestivirus",41.895885,"Spleen","Flaviviridae","RNA Virus","M2301ZJHJSH847"
"1438","M2301ZJHJSH848FX100","Rat minute virus 2a",18.033505,"Lung","Parvoviridae","DNA Virus","M2301ZJHJSH848"
"1439","M2301ZJHJSH848FX100","Trypanosoma lewis",1.297014,"Lung","Trypanosomatidae","Eukaryote","M2301ZJHJSH848"
"1440","M2301ZJHJSH848FX100","Wenzhou virus",6644.28,"Lung","Arenaviridae","RNA Virus","M2301ZJHJSH848"
"1441","M2301ZJHJSH849C","Wenzhou virus",2667.67,"Gut","Arenaviridae","RNA Virus","M2301ZJHJSH849"
"1442","M2301ZJHJSH849C","Rat minute virus 2a",279.7537,"Gut","Parvoviridae","DNA Virus","M2301ZJHJSH849"
"1443","M2301ZJHJSH851F","Rat minute virus 2a",54.80632,"Lung","Parvoviridae","DNA Virus","M2301ZJHJSH851"
"1444","M2301ZJHMSW823CX100","Strongyloides ratti",2.0733028,"Gut","Strongyloididae","Eukaryote","M2301ZJHMSW823"
"1445","M2301ZJHMSW823CX100","Rodent astrovirus 3",178.7583284,"Gut","Astroviridae","RNA Virus","M2301ZJHMSW823"
"1446","M2301ZJHMSW823FX100","Angiostrongylus cantonensis",61.2916404,"Lung","Ancylostomatidae","Eukaryote","M2301ZJHMSW823"
"1447","M2301ZJHMSW826CX100","Cryptosporidium ubiquitum",2.815033,"Gut","Cryptosporidiidae","Eukaryote","M2301ZJHMSW826"
"1448","M2301ZJHMSW826CX100","Strongyloides ratti",1.5482662,"Gut","Strongyloididae","Eukaryote","M2301ZJHMSW826"
"1449","M2301ZJHMSW831C","Cryptosporidium ubiquitum",1.853969,"Gut","Cryptosporidiidae","Eukaryote","M2301ZJHMSW831"
"1450","M2301ZJHMSW854C","Tritrichomonas sp",21.5005321,"Gut","Tritrichomonadidae","Eukaryote","M2301ZJHMSW854"
"1451","M2301ZJHXSH832C","Norway rat pestivirus",13.018706,"Gut","Flaviviridae","RNA Virus","M2301ZJHXSH832"
"1452","M2301ZJHXSH832PX100","Norway rat pestivirus",373.3424162,"Spleen","Flaviviridae","RNA Virus","M2301ZJHXSH832"
"1453","M2301ZJHXSH833PX100","Bartonella sp",42.7493,"Spleen","Bartonellaceae","Bacteria","M2301ZJHXSH833"
"1454","M2301ZJHXSH834FX100","Trypanosoma lewis",1.7551461,"Lung","Trypanosomatidae","Eukaryote","M2301ZJHXSH834"
"1455","M2301ZJHXSH835F","Guangdong murine mastadenovirus 2",1.175976,"Lung","Adenoviridae","DNA Virus","M2301ZJHXSH835"
"1456","M2301ZJHXSH835PX100","Rat minute virus 2a",13.9314,"Spleen","Parvoviridae","DNA Virus","M2301ZJHXSH835"
"1457","M2301ZJHXSH836C","Rat minute virus 2a",103.61257,"Gut","Parvoviridae","DNA Virus","M2301ZJHXSH836"
"1458","M2301ZJHXSH836C","Wenzhou virus",874.042,"Gut","Arenaviridae","RNA Virus","M2301ZJHXSH836"
"1459","M2301ZJHXSH836FX100","Pneumocystis wakefieldiae",4.3537829,"Lung","Pneumocystaceae","Eukaryote","M2301ZJHXSH836"
"1460","M2301ZJHXSH836FX100","Wenzhou virus",4616.94,"Lung","Arenaviridae","RNA Virus","M2301ZJHXSH836"
"1461","M2301ZJHXSH836FX100","Pneumocystis carinii",3.386269,"Lung","Pneumocystaceae","Eukaryote","M2301ZJHXSH836"
"1462","M2301ZJHXSH838F","Hepatozoon sp",1.69833,"Lung","Hepatozoidae","Eukaryote","M2301ZJHXSH838"
"1463","M2301ZJHXSH839C","Rodent astrovirus 3",77.4804,"Gut","Astroviridae","RNA Virus","M2301ZJHXSH839"
